Date,Balance
7/9/2019,27483.13
7/10/2019,27438.32
7/11/2019,27370.52
7/12/2019,27304.32
7/15/2019,27249.11
7/16/2019,27295.53
7/17/2019,27263.40
7/18/2019,27221.13
7/19/2019,27170.20
7/22/2019,27124.33
7/23/2019,27106.14
7/24/2019,27048.25
7/25/2019,26982.89
7/26/2019,26948.83
7/29/2019,26918.72
7/30/2019,26900.47
7/31/2019,26858.29
8/1/2019,26855.06
8/2/2019,26809.54
8/5/2019,26743.18
8/6/2019,26733.57
8/7/2019,26662.92
8/8/2019,26611.39
8/9/2019,26621.41
8/12/2019,26554.42
8/13/2019,26535.20
8/14/2019,26469.01
8/15/2019,26417.91
8/16/2019,26388.25
8/19/2019,26333.68
8/20/2019,26335.11
8/21/2019,26341.20
8/22/2019,26300.38
8/23/2019,26253.97
8/26/2019,26198.33
8/27/2019,26142.61
8/28/2019,26167.27
8/29/2019,26141.06
8/30/2019,26088.81
9/3/2019,26028.41
9/4/2019,26060.03
9/5/2019,26031.28
9/6/2019,25991.48
9/9/2019,26000.05
9/10/2019,26024.97
9/11/2019,26183.19
9/12/2019,26154.40
9/13/2019,26120.91
9/16/2019,26136.72
9/17/2019,26152.70
9/18/2019,26096.08
9/19/2019,26229.55
9/20/2019,26171.82
9/23/2019,26230.00
9/24/2019,26368.41
9/25/2019,26366.95
9/26/2019,26428.66
9/27/2019,26469.09
9/30/2019,26668.68
10/1/2019,26761.17
10/2/2019,26701.39
10/3/2019,26666.61
10/4/2019,26603.91
10/7/2019,26543.99
10/8/2019,26546.81
10/9/2019,26521.66
10/10/2019,26446.66
10/11/2019,26489.26
10/14/2019,26433.69
10/15/2019,26374.29
10/16/2019,26328.51
10/17/2019,26357.60
10/18/2019,26320.52
10/21/2019,26350.53
10/22/2019,26386.86
10/23/2019,26324.49
10/24/2019,26323.38
10/25/2019,26844.09
10/28/2019,26785.55
10/29/2019,26726.48
10/30/2019,26708.80
10/31/2019,26643.17
11/1/2019,26621.18
11/4/2019,26563.88
11/5/2019,26639.74
11/6/2019,26788.43
11/7/2019,26728.10
11/8/2019,26888.92
11/11/2019,26829.62
11/12/2019,26766.02
11/13/2019,26842.34
11/14/2019,26780.38
11/15/2019,26727.78
11/18/2019,26922.23
11/19/2019,26941.44
11/20/2019,26878.33
11/21/2019,26807.38
11/22/2019,26748.11
11/25/2019,27202.52
11/26/2019,27223.86
11/27/2019,27161.45
11/29/2019,27086.49
12/2/2019,27110.70
12/3/2019,27111.86
12/4/2019,27072.17
12/5/2019,27354.93
12/6/2019,27341.13
12/9/2019,27272.46
12/10/2019,27413.49
12/11/2019,27495.54
12/12/2019,27428.84
12/13/2019,27360.32
12/16/2019,27346.18
12/17/2019,27444.00
12/18/2019,27373.94
12/19/2019,27302.81
12/20/2019,27728.47
12/23/2019,27665.42
12/24/2019,27600.41
12/26/2019,27530.75
12/27/2019,27508.50
12/30/2019,27442.06
12/31/2019,27382.88
1/2/2020,27552.38
1/3/2020,27491.37
1/6/2020,27434.83
1/7/2020,27378.23
1/8/2020,27378.23
1/9/2020,27412.27
1/10/2020,27440.56
1/13/2020,27382.20
1/14/2020,27323.78
1/15/2020,27265.34
1/16/2020,27207.86
1/17/2020,27133.52
1/21/2020,27075.72
1/22/2020,27019.20
1/23/2020,27036.02
1/24/2020,26970.52
1/27/2020,26906.19
1/28/2020,26847.60
1/29/2020,27034.05
1/30/2020,26993.52
1/31/2020,26929.69
2/3/2020,26872.56
2/4/2020,26815.75
2/5/2020,26795.79
2/6/2020,26739.68
2/7/2020,27374.32
2/10/2020,27318.08
2/11/2020,27253.21
2/12/2020,27189.43
2/13/2020,27133.60
2/14/2020,27077.03
2/18/2020,27020.71
2/19/2020,26965.43
2/20/2020,26926.25
2/21/2020,26855.45
2/24/2020,26794.22
2/25/2020,27397.14
2/26/2020,27339.91
2/27/2020,27276.29
2/28/2020,27286.17
3/2/2020,27226.43
3/3/2020,27213.79
3/4/2020,27154.00
3/5/2020,27091.18
3/6/2020,27027.71
3/9/2020,27042.83
3/10/2020,26982.38
3/11/2020,26910.31
3/12/2020,26846.58
3/13/2020,26782.44
3/16/2020,26717.88
3/17/2020,26650.67
3/18/2020,26586.25
3/19/2020,26524.24
3/20/2020,26511.38
3/23/2020,26484.18
3/24/2020,26442.38
3/25/2020,26378.44
3/26/2020,26308.55
3/27/2020,26244.38
3/30/2020,26198.52
3/31/2020,26475.45
4/1/2020,26411.23
4/2/2020,26414.98
4/3/2020,26355.09
4/6/2020,26291.49
4/7/2020,26252.74
4/8/2020,26185.76
4/9/2020,26149.58
4/13/2020,26089.46
4/14/2020,26027.73
4/15/2020,25964.81
4/16/2020,25901.35
4/17/2020,25859.12
4/20/2020,25799.55
4/21/2020,25741.10
4/22/2020,25688.47
4/23/2020,25653.37
4/24/2020,25841.38
4/27/2020,26090.28
4/28/2020,26110.63
4/29/2020,26051.16
4/30/2020,25991.45
5/1/2020,25961.10
5/4/2020,25956.91
5/5/2020,25901.95
5/6/2020,25912.82
5/7/2020,25915.68
5/8/2020,25885.20
5/11/2020,25829.29
5/12/2020,25769.53
5/13/2020,25724.78
5/14/2020,25649.82
5/15/2020,25962.48
5/18/2020,25902.92
5/19/2020,26199.25
5/20/2020,26134.19
5/21/2020,26070.62
5/22/2020,26017.39
5/26/2020,26301.57
5/27/2020,26299.53
5/28/2020,26497.44
5/29/2020,26426.55
6/1/2020,26368.68
6/2/2020,26337.80
6/3/2020,26275.82
6/4/2020,26221.33
6/5/2020,26589.17
6/8/2020,26537.68
6/9/2020,26464.19
6/10/2020,26416.99
6/11/2020,26366.03
6/12/2020,26317.18
6/15/2020,26247.04
6/16/2020,26644.74
6/17/2020,26611.34
6/18/2020,26545.79
6/19/2020,27507.94
6/22/2020,27699.10
6/23/2020,27755.45
6/24/2020,27686.99
6/25/2020,28058.51
6/26/2020,28181.02
6/29/2020,28217.39
6/30/2020,28263.62
7/1/2020,28237.08
7/2/2020,28174.20
7/6/2020,28110.94
7/7/2020,28050.58
7/8/2020,27976.89
7/9/2020,27918.44
7/10/2020,27886.36
7/13/2020,27828.69
7/14/2020,27770.23
7/15/2020,27765.55
7/16/2020,27733.43
7/17/2020,27660.50
7/20/2020,27587.99
7/21/2020,27550.13
7/22/2020,27481.01
7/23/2020,27424.85
7/24/2020,27365.85
7/27/2020,27422.96
7/28/2020,27366.59
7/29/2020,27546.02
7/30/2020,27515.36
7/31/2020,27773.88
8/3/2020,27704.19
8/4/2020,27680.67
8/5/2020,27656.77
8/6/2020,27584.94
8/7/2020,27520.22
8/10/2020,27491.03
8/11/2020,27439.73
8/12/2020,27477.67
8/13/2020,27420.84
8/14/2020,27364.53
8/17/2020,27299.75
8/18/2020,27243.61
8/19/2020,27177.48
8/20/2020,27157.07
8/21/2020,27102.53
8/24/2020,28365.04
8/25/2020,28372.92
8/26/2020,28303.04
8/27/2020,28311.63
8/28/2020,28253.61
8/31/2020,28193.76
9/1/2020,28143.19
9/2/2020,28270.09
9/3/2020,28207.85
9/4/2020,28152.85
9/8/2020,28094.91
9/9/2020,28051.77
9/10/2020,28288.83
9/11/2020,29013.95
9/14/2020,28950.24
9/15/2020,28982.88
9/16/2020,28919.44
9/17/2020,28903.64
9/18/2020,28839.13
9/21/2020,28936.14
9/22/2020,28944.66
9/23/2020,28910.07
9/24/2020,28846.58
9/25/2020,28776.57
9/28/2020,28731.66
9/29/2020,28714.52
9/30/2020,28673.80
10/1/2020,28608.71
10/2/2020,28596.50
10/5/2020,28540.11
10/6/2020,28602.42
10/7/2020,28527.94
10/8/2020,29143.88
10/9/2020,29307.67
10/12/2020,29285.55
10/13/2020,29208.18
10/14/2020,29219.92
10/15/2020,29154.78
10/16/2020,29181.92
10/19/2020,29326.28
10/20/2020,29394.36
10/21/2020,29371.04
10/22/2020,29316.22
10/23/2020,29285.98
10/26/2020,29314.94
10/27/2020,29294.12
10/28/2020,29214.61
10/29/2020,29264.77
10/30/2020,29199.13
11/2/2020,29220.45
11/3/2020,29150.49
11/4/2020,29081.61
11/5/2020,29013.64
11/6/2020,28946.98
11/9/2020,28896.25
11/10/2020,28915.14
11/11/2020,28846.22
11/12/2020,28995.76
11/13/2020,28920.53
11/16/2020,29693.31
11/17/2020,29640.55
11/18/2020,30354.36
11/19/2020,30274.77
11/20/2020,30209.53
11/23/2020,30135.82
11/24/2020,30064.45
11/25/2020,29990.45
11/27/2020,29917.61
11/30/2020,29888.02
12/1/2020,30915.80
12/2/2020,30844.49
12/3/2020,30834.99
12/4/2020,30753.42
12/7/2020,30985.54
12/8/2020,30921.35
12/9/2020,31074.79
12/10/2020,31013.85
12/11/2020,30946.20
12/14/2020,30998.36
12/15/2020,30923.79
12/16/2020,30902.20
12/17/2020,30925.42
12/18/2020,30877.94
12/21/2020,30834.37
12/22/2020,30762.77
12/23/2020,30706.15
12/24/2020,30776.50
12/28/2020,31139.67
12/29/2020,31091.95
12/30/2020,31278.21
12/31/2020,31209.47
1/4/2021,31339.01
1/5/2021,31445.35
1/6/2021,31388.01
1/7/2021,31332.94
1/8/2021,31261.91
1/11/2021,31224.27
1/12/2021,31157.16
1/13/2021,31238.05
1/14/2021,31296.17
1/15/2021,31209.44
1/19/2021,31128.22
1/20/2021,31052.59
1/21/2021,31015.05
1/22/2021,31109.39
1/25/2021,31035.92
1/26/2021,30952.58
1/27/2021,30871.62
1/28/2021,30917.68
1/29/2021,30842.55
2/1/2021,30889.04
2/2/2021,30805.45
2/3/2021,30727.63
2/4/2021,30735.91
2/5/2021,30679.23
2/8/2021,30602.15
2/9/2021,30510.87
2/10/2021,30510.87
2/11/2021,30415.97
2/12/2021,30402.81
2/16/2021,30328.07
2/17/2021,30253.31
2/18/2021,30175.64
2/19/2021,30093.52
2/22/2021,30022.05
2/23/2021,29948.20
2/24/2021,29873.57
2/25/2021,29801.50
2/26/2021,29730.51
3/1/2021,29762.54
3/2/2021,30356.19
3/3/2021,30489.58
3/4/2021,30411.65
3/5/2021,30453.79
3/8/2021,30375.31
3/9/2021,30302.48
3/10/2021,30289.69
3/11/2021,30222.95
3/12/2021,30152.19
3/15/2021,30074.46
3/16/2021,30038.31
3/17/2021,29989.13
3/18/2021,29918.40
3/19/2021,29845.45
3/22/2021,29815.83
3/23/2021,29764.63
3/24/2021,29869.30
3/25/2021,29824.59
3/26/2021,29747.50
3/29/2021,29671.70
3/30/2021,29594.43
3/31/2021,29518.04
4/1/2021,29475.94
4/5/2021,29827.41
4/6/2021,30432.80
4/7/2021,30355.19
4/8/2021,31074.11
4/9/2021,31017.23
4/12/2021,30942.17
4/13/2021,31010.23
4/14/2021,31120.96
4/15/2021,31185.26
4/16/2021,31104.31
4/19/2021,31034.22
4/20/2021,30953.09
4/21/2021,30900.28
4/22/2021,30966.01
4/23/2021,30954.40
4/26/2021,30885.84
4/27/2021,30816.92
4/28/2021,30741.63
4/29/2021,30717.35
4/30/2021,30699.00
5/3/2021,30878.00
5/4/2021,30797.48
5/5/2021,30898.73
5/6/2021,31008.17
5/7/2021,31141.60
5/10/2021,31058.90
5/11/2021,31027.30
5/12/2021,30963.09
5/13/2021,30884.62
5/14/2021,30814.20
5/17/2021,30743.09
5/18/2021,30790.82
5/19/2021,30841.51
5/20/2021,30770.34
5/21/2021,30771.46
5/24/2021,30718.66
5/25/2021,30641.50
5/26/2021,30768.86
5/27/2021,30688.59
5/28/2021,30635.37
6/1/2021,30625.31
6/2/2021,30545.79
6/3/2021,30469.41
6/4/2021,30392.83
6/7/2021,30319.08
6/8/2021,30642.32
6/9/2021,30579.68
6/10/2021,30999.51
6/11/2021,30998.09
6/14/2021,30922.07
6/15/2021,30846.91
6/16/2021,30768.77
6/17/2021,30748.82
6/18/2021,30749.60
6/21/2021,30678.78
6/22/2021,30601.13
6/23/2021,30527.80
6/24/2021,30483.45
6/25/2021,30412.52
6/28/2021,30404.30
6/29/2021,30324.14
6/30/2021,30254.49
7/1/2021,30204.08
7/2/2021,30166.71
7/6/2021,30226.16
7/7/2021,30519.42
7/8/2021,30444.08
7/9/2021,30365.89
7/12/2021,30294.91
7/13/2021,30223.21
7/14/2021,30159.18
7/15/2021,32935.39
7/16/2021,32858.12
7/19/2021,32777.18
7/20/2021,32696.68
7/21/2021,32618.71
7/22/2021,32551.43
7/23/2021,32480.60
7/26/2021,32404.97
7/27/2021,32332.63
7/28/2021,32258.46
7/29/2021,32278.57
7/30/2021,32347.32
8/2/2021,32278.42
8/3/2021,32207.39
8/4/2021,32130.17
8/5/2021,32058.61
8/6/2021,31989.87
8/9/2021,31919.00
8/10/2021,31853.51
8/11/2021,31824.69
8/12/2021,31750.23
8/13/2021,31676.44
8/16/2021,31601.73
8/17/2021,31523.51
8/18/2021,31547.28
8/19/2021,31499.79
8/20/2021,31424.98
8/23/2021,31357.60
8/24/2021,31279.96
8/25/2021,31207.67
8/26/2021,31175.12
8/27/2021,31108.20
8/30/2021,31165.51
8/31/2021,31094.49
9/1/2021,31024.08
9/2/2021,31573.46
9/3/2021,31617.25
9/7/2021,31565.30
9/8/2021,31508.58
9/9/2021,31565.35
9/10/2021,31590.79
9/13/2021,31515.15
9/14/2021,31440.60
9/15/2021,31354.40
9/16/2021,31272.98
9/17/2021,31225.71
9/20/2021,31151.66
9/21/2021,31265.28
9/22/2021,31232.54
9/23/2021,31409.97
9/24/2021,31336.01
9/27/2021,31266.74
9/28/2021,31191.49
9/29/2021,31136.92
9/30/2021,31678.47
10/1/2021,31668.81
10/4/2021,31668.54
10/5/2021,31593.99
10/6/2021,31510.70
10/7/2021,31456.66
10/8/2021,31456.35
10/11/2021,31741.29
10/12/2021,31669.29
10/13/2021,31586.04
10/14/2021,31511.67
10/15/2021,32092.09
10/18/2021,32036.26
10/19/2021,31955.25
10/20/2021,31894.33
10/21/2021,31891.91
10/22/2021,31816.55
10/25/2021,31743.58
10/26/2021,31751.26
10/27/2021,31683.05
10/28/2021,31610.59
10/29/2021,31542.57
11/1/2021,31549.69
11/2/2021,31482.93
11/3/2021,32458.29
11/4/2021,32421.69
11/5/2021,32348.46
11/8/2021,32279.14
11/9/2021,32761.21
11/10/2021,32770.38
11/11/2021,33348.20
11/12/2021,33316.89
11/15/2021,33233.31
11/16/2021,33184.87
11/17/2021,33150.77
11/18/2021,33075.52
11/19/2021,33140.98
11/22/2021,33069.93
11/23/2021,32988.91
11/24/2021,32917.08
11/26/2021,33045.90
11/29/2021,33000.97
11/30/2021,32927.53
12/1/2021,33081.75
12/2/2021,33006.71
12/3/2021,33045.16
12/6/2021,32968.54
12/7/2021,32928.52
12/8/2021,32844.84
12/9/2021,32789.94
12/10/2021,32848.03
12/13/2021,32764.52
12/14/2021,32729.93
12/15/2021,32650.73
12/16/2021,34066.92
12/17/2021,33995.66
12/20/2021,34183.18
12/21/2021,34104.59
12/22/2021,34030.63
12/23/2021,33939.01
12/27/2021,33854.48
12/28/2021,33987.30
12/29/2021,33908.43
12/30/2021,33838.36
12/31/2021,33761.71
1/3/2022,33684.36
1/4/2022,33618.37
1/5/2022,33638.33
1/6/2022,33760.95
1/7/2022,33731.05
1/10/2022,33656.49
1/11/2022,33578.68
1/12/2022,33540.83
1/13/2022,33504.12
1/14/2022,33690.76
1/18/2022,33613.94
1/19/2022,33531.38
1/20/2022,33444.70
1/21/2022,33362.30
1/24/2022,33283.43
1/25/2022,33204.29
1/26/2022,33378.56
1/27/2022,33373.39
1/28/2022,33295.09
1/31/2022,33219.06
2/1/2022,33361.06
2/2/2022,34126.56
2/3/2022,34195.45
2/4/2022,34126.33
2/7/2022,34050.56
2/8/2022,34050.28
2/9/2022,33972.47
2/10/2022,33964.31
2/11/2022,33883.12
2/14/2022,33803.36
2/15/2022,33725.40
2/16/2022,34162.62
2/17/2022,34262.30
2/18/2022,34181.89
2/22/2022,34334.72
2/23/2022,34286.41
2/24/2022,35599.07
2/25/2022,35506.50
2/28/2022,35530.89
3/1/2022,35547.20
3/2/2022,35467.72
3/3/2022,35479.16
3/4/2022,35396.78
3/7/2022,35324.49
3/8/2022,35225.40
3/9/2022,35140.49
3/10/2022,35064.46
3/11/2022,35495.87
3/14/2022,35426.93
3/15/2022,35466.17
3/16/2022,35385.48
3/17/2022,35292.24
3/18/2022,35467.17
3/21/2022,35384.69
3/22/2022,35295.45
3/23/2022,35205.43
3/24/2022,35124.30
3/25/2022,35062.84
3/28/2022,34980.44
3/29/2022,34905.43
3/30/2022,34813.86
3/31/2022,34746.04
4/1/2022,34662.00
4/4/2022,34576.73
4/5/2022,34592.22
4/6/2022,34540.86
4/7/2022,34449.70
4/8/2022,34364.46
4/11/2022,34284.19
4/12/2022,34351.80
4/13/2022,34327.30
4/14/2022,34256.19
4/18/2022,34170.54
4/19/2022,34089.34
4/20/2022,34004.93
4/21/2022,33927.69
4/22/2022,33841.70
4/25/2022,33763.42
4/26/2022,33726.35
4/27/2022,33674.53
4/28/2022,33896.46
4/29/2022,33836.36
5/2/2022,33969.54
5/3/2022,33991.58
5/4/2022,33904.32
5/5/2022,33827.41
5/6/2022,33895.96
5/9/2022,33817.88
5/10/2022,33763.79
5/11/2022,33790.98
5/12/2022,33715.83
5/13/2022,33640.35
5/16/2022,33553.95
5/17/2022,33496.44
5/18/2022,33419.34
5/19/2022,33419.64
5/20/2022,33465.36
5/23/2022,33408.49
5/24/2022,33330.94
5/25/2022,34073.24
5/26/2022,35828.26
5/27/2022,35752.53
5/31/2022,35666.61
6/1/2022,35687.30
6/2/2022,35988.89
6/3/2022,35905.22
6/6/2022,35849.96
6/7/2022,35860.08
6/8/2022,35790.72
6/9/2022,35710.73
6/10/2022,35626.21
6/13/2022,35541.80
6/14/2022,35457.06
6/15/2022,35515.07
6/16/2022,35429.92
6/17/2022,36272.64
6/21/2022,36190.15
6/22/2022,36127.89
6/23/2022,36039.66
6/24/2022,36032.12
6/27/2022,36024.53
6/28/2022,36030.39
6/29/2022,35929.86
6/30/2022,35848.05
7/1/2022,35792.75
7/5/2022,35808.63
7/6/2022,35717.66
7/7/2022,35635.88
7/8/2022,35685.97
7/11/2022,35602.41
7/12/2022,35518.22
7/13/2022,35528.50
7/14/2022,35444.64
7/15/2022,35426.68
7/18/2022,35345.81
7/19/2022,35267.21
7/20/2022,35499.64
7/21/2022,35439.32
7/22/2022,35350.56
7/25/2022,35254.95
7/26/2022,35183.73
7/27/2022,35103.52
7/28/2022,35014.75
7/29/2022,34998.09
8/1/2022,34905.00
8/2/2022,35553.98
8/3/2022,35467.15
8/4/2022,35374.03
8/5/2022,35445.27
8/8/2022,35368.54
8/9/2022,35282.53
8/10/2022,35331.16
8/11/2022,35233.04
8/12/2022,35469.07
8/15/2022,35446.97
8/16/2022,35367.74
8/17/2022,35279.03
8/18/2022,35191.46
8/19/2022,35099.22
8/22/2022,35011.52
8/23/2022,34922.21
8/24/2022,35097.03
8/25/2022,36037.30
8/26/2022,36592.82
8/29/2022,36588.97
8/30/2022,36547.84
8/31/2022,36451.48
9/1/2022,36362.30
9/2/2022,36264.06
9/6/2022,36174.90
9/7/2022,36195.23
9/8/2022,36456.06
9/9/2022,36379.93
9/12/2022,36282.08
9/13/2022,36198.87
9/14/2022,36102.21
9/15/2022,36138.32
9/16/2022,36047.63
9/19/2022,36492.63
9/20/2022,36450.14
9/21/2022,36589.46
9/22/2022,36513.77
9/23/2022,36413.71
9/26/2022,36591.47
9/27/2022,36505.62
9/28/2022,36421.58
9/29/2022,36338.67
9/30/2022,36473.45
10/3/2022,36389.48
10/4/2022,36301.13
10/5/2022,36320.01
10/6/2022,36332.45
10/7/2022,36246.25
10/10/2022,36149.13
10/11/2022,36112.43
10/12/2022,36034.71
10/13/2022,35999.00
10/14/2022,35898.93
10/17/2022,35815.80
10/18/2022,36103.48
10/19/2022,36029.98
10/20/2022,35953.44
10/21/2022,36083.83
10/24/2022,35997.94
10/25/2022,35912.23
10/26/2022,35829.57
10/27/2022,35773.28
10/28/2022,35689.86
10/31/2022,35669.74
11/1/2022,35592.28
11/2/2022,35539.84
11/3/2022,35458.07
11/4/2022,35375.77
11/7/2022,35288.93
11/8/2022,35204.21
11/9/2022,35133.03
11/10/2022,35053.06
11/11/2022,34969.79
11/14/2022,35052.28
11/15/2022,34995.90
11/16/2022,34915.22
