Symbol,Name,High,Low,Close,Volume,Change ($),Change (%)
M03,Miyoshi Precision Limited,0.0170,0.0160,0.0170,300300,0.0000,0.00
M04,Mandarin Oriental Intl Ltd,1.610,1.610,1.610,10000,-0.020,1.23
M05,Mtq Corporation Limited,0.4000,0.3900,0.3900,36600,-0.0050,1.27
M11,Mfg Integration Technology Ltd,0.0440,0.0440,0.0440,0,0.0000,0.00
M14,Innotek Limited,0.4300,0.4250,0.4250,27900,-0.0050,1.16
M15,Matex International Limited,0.0310,0.0300,0.0310,7329800,0.0000,0.00
M1GU,Sabana Shari'ah Compliant Reit,0.4300,0.4250,0.4250,585700,-0.0050,1.16
M1Z,Tee International Limited,0.0320,0.0320,0.0320,0,0.0000,0.00
M44U,Mapletree Logistics Trust,1.710,1.670,1.700,20604900,0.040,2.41
M62,Cimb Ftse Asean40 100,7.930,7.930,7.930,0,0.000,0.00
MBH,Nikkoam Sgd Ig Corp Bond Etf,0.9320,0.9270,0.9320,380716,0.0050,0.54
MCJW,Jd Mb Ecw230704,0.0040,0.0040,0.0040,0,0.0000,0.00
MCZW,Sands 5xshortub250127,0.1160,0.1040,0.1160,1600,-0.0080,6.45
ME8U,Mapletree Industrial Trust,2.270,2.220,2.250,5397600,0.030,1.35
MF6,Mun Siong Engineering Limited,0.0480,0.0460,0.0470,3978400,0.0010,2.17
MIJ,Alliance Healthcare Group Ltd,0.1800,0.1800,0.1800,0,0.0000,0.00
MJHW,Cmob 5xlongub250228,0.9500,0.9200,0.9250,1000,0.0400,4.52
MLFW,Ocbc Bk Mb Epw230724,0.0530,0.0530,0.0530,0,0.0000,0.00
MMS,Phillip Mm S$,103.1,103.1,103.1,737,0.0,0.01
MMT,Phillip Mm Us$d,76.79,76.79,76.79,0,0.00,0.00
MOFB,Nc22300w 720801,108.6,108.6,108.6,60,0.6,0.56
MPKW,Hsi 22000mbecw230928,0.0380,0.0370,0.0380,1000000,0.0120,46.15
MPQW,Kepcorpmbecw240202,0.0360,0.0330,0.0360,400000,0.0030,9.09
MQJW,Uob Mb Epw231102,0.2000,0.2000,0.2000,0,0.0000,0.00
MQVW,Comfort 5xlongsg231115,0.0730,0.0730,0.0730,0,0.0000,0.00
MR7,Nordic Group Limited,0.4500,0.4400,0.4500,80500,0.0100,2.27
MRNW,Uob Mb Ecw230720,0.0060,0.0060,0.0060,0,0.0000,0.00
MSKW,Djia 29000mbepw230616,0.0200,0.0200,0.0200,0,0.0000,0.00
MT1,Dragon Group Intl Limited,0.0040,0.0040,0.0040,0,0.0000,0.00
MV4,Mewah International Inc.,0.2800,0.2800,0.2800,1800,0.0050,1.82
MVKW,Galaxy 5xshortub250127,0.2550,0.2550,0.2550,100,-0.0250,8.93
MVLW,Tencen3xlongub250428us$,1.500,1.465,1.495,10600,0.125,9.12
MXNU,Elitecomreit Gbp,0.2900,0.2850,0.2900,355300,0.0000,0.00
MZH,Nanofilm,1.220,1.150,1.200,4567900,0.020,1.69
N01,Neratelecommunications Ltd,0.0880,0.0880,0.0880,65000,0.0000,0.00
N02,Nsl Ltd.,0.8100,0.8100,0.8100,0,0.0000,0.00
N08,New Toyo Int Hldgs Ltd,0.2150,0.2150,0.2150,0,0.0000,0.00
N0Z,Combine Will Intl Hldgs Ltd,0.9000,0.9000,0.9000,0,0.0000,0.00
N2H,Hyflux 6% Cum Pref Class A 10,65.37,65.37,65.37,0,0.00,0.00
N2IU,Mapletree Commercial Trust,1.680,1.630,1.670,9697600,0.040,2.45
N32,Nippecraft Limited,0.0680,0.0660,0.0680,2397900,0.0010,1.49
N33,Nomura Holdings Inc,1.990,1.990,1.990,0,0.000,0.00
N4E,Nam Cheong Limited,0.0040,0.0040,0.0040,0,0.0000,0.00
N5YD,Mufj Financial Adr 10,5.100,5.100,5.100,0,0.000,0.00
N6DD,Mizuho Financial Adr 10,2.990,2.990,2.990,0,0.000,0.00
N6FD,Toyota Motor Adr 10,80.62,80.62,80.62,0,0.00,0.00
N6M,Ishares Usd Asia Bond Etf,9.200,9.200,9.200,26060,0.070,0.77
NC2,Sri Trang Agro-industry Pcl,0.6850,0.6800,0.6850,1000,0.0050,0.74
NCWW,Wuxibio 5xlongub250430,0.0070,0.0070,0.0070,0,0.0000,0.00
NCXW,Lifebrandz W240621,0.0010,0.0010,0.0010,0,0.0000,0.00
NEAW,Geely 5xshortub250127,0.2600,0.2600,0.2600,200,-0.0050,1.89
NEX,Reclaims Global Limited,0.1400,0.0920,0.1220,45000,-0.0330,21.29
NGIW,Nky 27500mbepw231208,0.0710,0.0710,0.0710,0,0.0000,0.00
NHD,Jubilee,0.0620,0.0590,0.0610,2980900,0.0030,5.17
NIO,Nio Inc. Usd Ov,11.20,10.76,11.01,266110,0.19,1.76
NIXW,Hsi 22200mbecw230630,0.0030,0.0030,0.0030,0,0.0000,0.00
NJXW,Xiaomi Mbecw231204,0.0270,0.0240,0.0270,300000,0.0050,22.73
NLC,5e Resources,0.2750,0.2750,0.2750,0,0.0000,0.00
NLPW,Pingan 5xshortub250127,0.3650,0.3500,0.3500,600,-0.0600,14.63
NMCW,Meituan 5xlongub250228,0.0030,0.0030,0.0030,0,0.0000,0.00
NNPW,Hsi 19200mbepw230830,0.1130,0.1060,0.1070,143000,-0.0500,31.85
NO4,Dyna-mac Holdings Ltd.,0.4400,0.4300,0.4350,3594500,0.0000,0.00
NPW,Malaysia Smelting Corp Bhd,0.6250,0.6250,0.6250,100,0.0100,1.63
NR7,Raffles Education Corp Ltd,0.0700,0.0630,0.0690,12839300,0.0050,7.81
NS8U,Hutchison Port Holdings Trust,0.1980,0.1950,0.1950,2171000,-0.0010,0.51
NTA,Novo Tellus Spac,4.540,4.540,4.540,0,0.000,0.00
NTSW,Novo Tellus Spac W291231,0.0900,0.0900,0.0900,0,0.0000,0.00
NUIW,Byd 5xlongub250430,0.0210,0.0210,0.0210,200,0.0000,0.00
NVYW,Sia Mb Ecw231215,0.0550,0.0550,0.0550,0,0.0000,0.00
NWDW,Jd 5xshortub250127,1.0300,0.8950,0.8950,1200,-0.3600,28.69
NXEW,Capinv 5xlongsg231115,0.2400,0.2150,0.2400,741200,0.0520,27.66
NXR,Iwow Tech,0.2450,0.2450,0.2450,0,0.0000,0.00
O08,Ossia International Ltd,0.1760,0.1720,0.1720,211000,-0.0030,1.71
O10,Orchard Parade Holdings Ltd,1.030,1.000,1.030,117600,0.020,1.98
O39,Oversea-chinese Banking Corp,12.40,12.26,12.35,6577700,0.20,1.65
O5RU,Aims Amp Cap Industrial Reit,1.240,1.230,1.240,438900,0.010,0.81
O6Z,Lonza Group Ltd,79.97,79.97,79.97,0,0.00,0.00
O87,Spdr Gold Shares,182.2,181.4,182.1,22464,2.4,1.34
O9A,Dbxt Msci Singapore Im Etf 10,1.365,1.365,1.365,0,0.000,0.00
O9E,Parkson Retail Asia Limited,0.0840,0.0780,0.0810,11427000,0.0020,2.53
O9P,Ishares Usd Asia Hy Bond Etf,6.360,6.260,6.360,61055,0.090,1.44
OAJ,Fortress Minerals Limited,0.3300,0.3300,0.3300,37400,-0.0200,5.71
OBBW,Geely Mb Epw231004,0.0420,0.0410,0.0420,200000,-0.0010,2.33
OBQW,Hstech 3800mbepw230630,0.0050,0.0050,0.0050,0,0.0000,0.00
OCRW,Dbs Mb Epw231017,0.0400,0.0400,0.0400,0,0.0000,0.00
ODBU,Utdhampshreitusd,0.4450,0.4400,0.4400,87400,0.0050,1.15
OFBW,Lining 5xshortub250430,0.0150,0.0150,0.0150,0,0.0000,0.00
OJQW,Nasdaq 11000mbepw231215,0.1040,0.1040,0.1040,0,0.0000,0.00
OL9S,Nz10100f 300901,108.0,108.0,108.0,0,0.0,0.00
OMK,Vividthree Holdings Ltd.,0.0340,0.0320,0.0340,50300,0.0010,3.03
OMYW,Anta 5xshortub250430,0.0220,0.0220,0.0220,1400,-0.0020,8.33
OOPW,Hstech 5xshortub250430,0.0580,0.0580,0.0580,0,0.0000,0.00
OOSW,Tencent 5xlongub250228,0.0660,0.0640,0.0660,258500,0.0090,15.79
OTS,Ots Holdings,0.1550,0.1550,0.1550,0,0.0000,0.00
OTX,Medinex Limited,0.1930,0.1840,0.1840,10300,-0.0060,3.16
OU8,Centurion Corporation Limited,0.4000,0.3950,0.4000,351700,0.0050,1.27
OV8,Sheng Siong Group Ltd,1.630,1.610,1.620,1549000,0.000,0.00
OVGW,Hstech 5500mbecw230630,0.0010,0.0010,0.0010,0,0.0000,0.00
OVQ,Phillip Sing Income Etf,0.9950,0.9940,0.9940,10088,0.0040,0.40
OVVW,Jd 5xshortub250430,0.0030,0.0030,0.0030,0,0.0000,0.00
OXMU,Prime Us Reitusd,0.2300,0.2100,0.2200,4952700,-0.0050,2.22
OYY,Propnex Limited,0.9900,0.9750,0.9850,629100,0.0100,1.03
P11,Pacific Andes Resources Devltd,0.0220,0.0220,0.0220,0,0.0000,0.00
P15,Pacific Century Regional Devts,0.3550,0.3550,0.3550,124100,0.0000,0.00
P34,Petra Foods Limited,1.290,1.260,1.280,518800,0.010,0.79
P36,Pan Hong Property Group Ltd,0.1040,0.1040,0.1040,0,0.0000,0.00
P40U,Starhill Global Reit,0.5200,0.5100,0.5150,2370000,0.0050,0.98
P52,Pan-united Corporation Ltd,0.3900,0.3900,0.3900,0,0.0000,0.00
P5P,Cimb S&p Asia Pacific Dividend,0.6450,0.6450,0.6450,0,0.0000,0.00
P74,China Kangda Food Company Ltd,0.0300,0.0300,0.0300,0,0.0000,0.00
P7VU,Hutchison Port Hldgs Trust S$,0.2650,0.2600,0.2600,171100,-0.0050,1.89
P8A,Cordlife Group Limited,0.5600,0.5450,0.5500,171800,-0.0050,0.90
P8Z,Bumitama Agri Ltd.,0.5900,0.5800,0.5800,250600,-0.0100,1.69
P9D,Civmec Limited,0.8150,0.8000,0.8000,522700,-0.0050,0.62
PA3,Ta Corporation Ltd,0.0780,0.0650,0.0650,86400,-0.0080,10.96
PBSW,Vibropower W250116^,0.0410,0.0410,0.0410,0,0.0000,0.00
PGEW,Pegasus Spac W291231,0.0250,0.0250,0.0250,0,0.0000,0.00
PGS,Pegasus Spac,4.650,4.650,4.650,0,0.000,0.00
PH0,Hatten Land,0.0180,0.0170,0.0170,440300,-0.0010,5.56
PH1S,Na12100n 420202,91.00,91.00,91.00,0,0.00,0.00
PHHW,Alibaba 5xlongub250930,0.5100,0.5050,0.5100,5200,0.0650,14.61
PISW,Cosco 5xshortub250430,0.0180,0.0180,0.0180,200,0.0000,0.00
PKMW,Geely Mb Epw230802,0.0130,0.0130,0.0130,0,0.0000,0.00
PMBW,Hstech 4500mbecw230630,0.0430,0.0430,0.0430,0,0.0000,0.00
PMGW,Uob 5xlongub250530,1.610,1.545,1.605,800,0.130,8.81
PNQW,Pingan Mb Ecw231004,0.0080,0.0080,0.0080,0,0.0000,0.00
PRH,Citicode Ltd,0.0360,0.0360,0.0360,100,-0.0080,18.18
PU6D,Hsbc Adr 10,4.850,4.850,4.850,0,0.000,0.00
Q01,Qaf Ltd,0.8150,0.8100,0.8150,57300,0.0000,0.00
Q0F,Ihh Healthcare Berhad,1.710,1.660,1.660,36700,-0.040,2.35
Q0X,Ultro Technologies Limited,0.0350,0.0330,0.0330,4481600,-0.0020,5.71
Q5T,Far East Hospitality Trust,0.6450,0.6250,0.6450,3013100,0.0150,2.38
QAHW,Thaibev 5xlongsg231115,0.0410,0.0410,0.0410,820000,0.0030,7.89
QAIW,Cmob 5xshortub250228,0.0690,0.0670,0.0680,1100,-0.0040,5.56
QC7,Q & M Dental Group (s) Limited,0.3000,0.2900,0.3000,70800,0.0100,3.45
QDAW,Sembind Mbecw231207,0.0570,0.0570,0.0570,0,0.0000,0.00
QDCW,S&p 4000mbepw230616,0.0020,0.0020,0.0020,0,0.0000,0.00
QES,Chinasunsine,0.4100,0.4100,0.4100,78700,0.0000,0.00
QFHW,Sembcorp 5xlongub250530,0.2950,0.2950,0.2950,5100,0.0150,5.36
QFYW,Byd 5xlongub241231,0.0170,0.0160,0.0170,10400,0.0020,13.33
QGGW,Hsi 7xshortub250228,0.1600,0.1600,0.1600,0,0.0000,0.00
QGWW,Dbs Mb Epw231005,0.1830,0.1830,0.1830,0,0.0000,0.00
QJDW,Wuxibio 5xshortub250321,0.5400,0.3800,0.3850,1000,-0.2150,35.83
QK9,Is Msci India 100 S$,15.86,15.72,15.73,1936,0.00,0.00
QL2,Ishares Usd Asia Bond Etf S$,12.27,12.24,12.26,294,0.04,0.33
QL3,Ishares Usd Asia Hy Bond Etfs$,8.390,8.360,8.390,37789,-0.030,0.36
QNHW,First Sponsor W240530,0.0010,0.0010,0.0010,2700,-0.0240,96.00
QNLW,Ocbc Bk Mb Ecw231124,0.0490,0.0470,0.0490,701200,0.0050,11.36
QNS,Southernalliance,0.7200,0.6800,0.6800,21000,-0.0200,2.86
QPCW,Aia 5xlongub250430,0.2000,0.1970,0.2000,600,0.0330,19.76
QPPW,Nio Mbecw230920,0.0180,0.0160,0.0170,300000,0.0010,6.25
QR9,Cimb S&p Asia Pac Dividend S$,0.8910,0.8910,0.8910,0,0.0000,0.00
QS0,Cimb Ft Asean 40 100 S$,11.06,11.06,11.06,2000,0.16,1.47
QS9,Radiance Group Limited,0.0360,0.0360,0.0360,0,0.0000,0.00
QSD,Resources Gbl,0.9400,0.9400,0.9400,10300,0.0000,0.00
QTTW,Anta 5xlongub250430,0.0500,0.0490,0.0500,400,0.0040,8.70
QXPW,Hsi 5xshortub250430,0.5250,0.5250,0.5250,0,0.0000,0.00
QZG,Accrelist Ltd,0.0560,0.0550,0.0560,99600,-0.0050,8.20
R14,Ramba Energy Limited,0.0130,0.0120,0.0120,450400,-0.0010,7.69
R1MS,Nx13100h 230701,100.6,100.6,100.6,0,0.0,0.00
R1NS,Nz13100v 330901,111.0,111.0,111.0,0,0.0,0.00
RAYW,First Sponsor W290321,0.2000,0.2000,0.2000,0,0.0000,0.00
RC5,Triyards Holdings Limited,0.0840,0.0840,0.0840,0,0.0000,0.00
RCTW,Djia 37000mbecw231215,0.0680,0.0680,0.0680,0,0.0000,0.00
RCU,Revez,0.1450,0.1450,0.1450,500,0.0000,0.00
RDR,Incredible,0.0020,0.0020,0.0020,0,0.0000,0.00
RE4,Geo Energy Resources Limited,0.2250,0.2150,0.2150,11783500,-0.0100,4.44
REVW,Capinv 5xshortsg231115,0.0700,0.0700,0.0700,500000,-0.0120,14.63
RF1U,Religare Health Trust,0.0190,0.0190,0.0190,0,0.0000,0.00
RFVW,Venture 5xlongub250530,0.8750,0.8300,0.8700,1000,0.0600,7.41
RGMW,Sunny 5xshortub250127,0.6550,0.5700,0.5950,1200,-0.1500,20.13
RHBW,Byd3xlongub250428us$,1.075,1.010,1.065,6800,-0.005,0.47
RIVW,Dbs Mb Ecw231017,0.0560,0.0560,0.0560,0,0.0000,0.00
RLWW,Yangzijimbecw231215,0.0130,0.0130,0.0130,600000,-0.0010,7.14
RMRB,Astrea Iv S$242m4.35%b280614,1.025,1.025,1.025,0,0.000,0.00
RMTW,Uob Mb Epw230724,0.0370,0.0370,0.0370,0,0.0000,0.00
RNXW,Sunny 5xlongub250430,0.0010,0.0010,0.0010,0,0.0000,0.00
RQ1,Overseas Education Limited,0.2350,0.2350,0.2350,0,0.0000,0.00
RRBW,Nasdaq 16000mbecw230616,0.0340,0.0340,0.0340,0,0.0000,0.00
RRQW,Byd 5xshortub251031,0.0370,0.0360,0.0370,200,0.0010,2.78
RS1,China Environmental Res Gp Ltd,0.0070,0.0070,0.0070,0,0.0000,0.00
RXS,Pacificradiance,0.0580,0.0540,0.0560,7157000,0.0020,3.70
RXWW,Ocbc Bk Mb Ecw230615,0.0030,0.0030,0.0030,0,0.0000,0.00
RYQW,Lenovo 5xlongub250430,0.1200,0.1180,0.1190,600,0.0060,5.31
S07,Shangri-la Asia Limited,6.190,6.150,6.190,10400,0.060,0.98
S08,Singapore Post Limited,0.4900,0.4750,0.4800,2359600,-0.0100,2.04
S19,Singapore Shipping Corp Ltd,0.2600,0.2550,0.2600,10000,0.0050,1.96
S20,Straits Trading Co. Ltd,2.120,2.070,2.110,143500,0.030,1.44
S23,Singapura Finance Ltd,0.7350,0.7300,0.7300,5000,-0.0100,1.35
S27,Spdr S&p 500 Etf Trust,450.0,446.4,448.0,403,3.4,0.76
S29,Stamford Tyres Corporationltd,0.1970,0.1970,0.1970,30000,0.0000,0.00
S2D,Tosei Corporation,9.500,9.500,9.500,0,0.000,0.00
S35,Sing Investments & Finance Ltd,1.0000,1.0000,1.0000,20000,0.0000,0.00
S3N,Okh Global Ltd.,0.0210,0.0210,0.0210,0,0.0000,0.00
S41,Hong Leong Finance Limited,2.520,2.500,2.510,30500,-0.010,0.40
S44,Engro Corporation Limited,0.9000,0.9000,0.9000,0,0.0000,0.00
S45U,Singapore Index Fund,2.600,2.590,2.600,5300,0.100,4.00
S51,Sembcorp Marine Ltd,0.1450,0.1380,0.1440,916972000,0.0030,2.13
S56,Samudera Shipping Line Ltd,0.8900,0.8750,0.8900,1795800,0.0200,2.30
S58,Sats Ltd.,2.730,2.690,2.700,6334800,0.010,0.37
S59,Sia Engineering Co Ltd,2.480,2.460,2.470,187000,0.010,0.41
S61,Sbs Transit Ltd,2.610,2.570,2.610,7500,0.000,0.00
S63,Singapore Tech Engineering Ltd,3.710,3.640,3.700,5244500,0.090,2.49
S68,Singapore Exchange Limited,9.590,9.480,9.570,2352200,0.180,1.92
S69,Serial System Ltd,0.0870,0.0770,0.0870,388200,0.0010,1.16
S71,Sunright Ltd,0.2500,0.2250,0.2500,57100,0.0250,11.11
S7OU,Asian Pay Television Trust,0.1050,0.1040,0.1050,334300,0.0010,0.96
S7P,Soilbuild Construction Grp Ltd,0.0390,0.0390,0.0390,0,0.0000,0.00
S85,Straco Corporation Limited,0.4450,0.4400,0.4400,4400,-0.0050,1.12
S9B,Tee Land Limited,0.1150,0.1150,0.1150,0,0.0000,0.00
SCY,Csop Star&chinext50 S$,0.8860,0.8840,0.8860,3040,0.0020,0.23
SEJ,Noontalk Media,0.1180,0.1180,0.1180,2100,0.0000,0.00
SES,Cph Ltd.,0.0530,0.0530,0.0530,0,0.0000,0.00
SGSW,S&p 4500mbecw231215,0.1660,0.1650,0.1660,1000000,0.0110,7.10
SHWW,Hstech 5xlongub250430,0.0530,0.0530,0.0530,0,0.0000,0.00
SJY,Megroup Ltd.,0.1170,0.1170,0.1170,0,0.0000,0.00
SK3,Krisenergy Ltd.,0.0300,0.0300,0.0300,0,0.0000,0.00
SK6U,Sph Reit,0.9500,0.9400,0.9450,3006200,0.0000,0.00
SMIW,Wuxibio 5xshortub250430,0.0090,0.0090,0.0090,0,0.0000,0.00
SNEW,Cnooc 5xlongub250228,0.2850,0.2800,0.2800,200,0.0200,7.69
SNSW,Cmb 5xlongub251031,0.1870,0.1820,0.1850,600,0.0180,10.78
SNVW,Dbs 5xlongub250530,1.825,1.685,1.825,1600,0.200,12.31
SO7,Yangzijiang Shipbldg Hldgs Rmb,5.280,5.280,5.280,0,0.000,0.00
SPXW,S&p 7xlongsg260226,1.090,1.090,1.090,0,0.000,0.00
SQ1B,Sia S$750m 3.03% B 240328,1.0000,1.0000,1.0000,0,0.0000,0.00
SQQ,Csop Sea Tech Etf S$,0.9700,0.9700,0.9700,2855,0.0080,0.83
SQU,Csop Sea Tech Etf Us$,0.7300,0.7300,0.7300,4500,0.0210,2.96
SRT,Csop Iedge Sreit Etf S$,0.8600,0.8490,0.8600,61858,0.0140,1.65
SRU,Csop Iedge Sreit Etf Us$,0.6530,0.6490,0.6520,274299,0.0380,6.19
SSKW,Tencent 5xlongub250930,1.800,1.770,1.800,14400,0.240,15.38
SSS,Phil Short Simsci-1x S$,2.220,2.220,2.220,0,0.000,0.00
SSU,Phil Short Simsci-1x Us$,1.560,1.560,1.560,0,0.000,0.00
STC,Comba,0.2400,0.2400,0.2400,0,0.0000,0.00
STG,Sri Trang Gloves,0.2850,0.2850,0.2850,0,0.0000,0.00
SWMW,Uob Mb Epw231120,0.1060,0.1060,0.1060,0,0.0000,0.00
SYBW,Galaxy 5xlongub250430,0.2100,0.2050,0.2050,1700,0.0140,7.33
SYYW,Soilbuild Constw240729,0.0010,0.0010,0.0010,0,0.0000,0.00
T09,Tt International Limited,0.0140,0.0140,0.0140,0,0.0000,0.00
T12,Tat Seng Packaging Group Ltd,0.6700,0.6700,0.6700,0,0.0000,0.00
T13,Rh Petrogas Limited,0.2000,0.1960,0.1970,15017400,0.0000,0.00
T14,Tianjin Zhong Xin Pharm Group,1.920,1.900,1.900,310200,0.000,0.00
T15,Tan Chong Int'l Ltd,1.730,1.730,1.730,0,0.000,0.00
T24,Tuan Sing Holdings Limited,0.3300,0.3000,0.3200,2612700,0.0200,6.67
T41,Telechoice International Ltd,0.0600,0.0580,0.0600,127000,-0.0220,26.83
T43,Techcomp (holdings) Limited,0.1090,0.1090,0.1090,0,0.0000,0.00
T4B,Sino Grandness Food Ind Gp Ltd,0.0200,0.0200,0.0200,0,0.0000,0.00
T55,Transpac Industrial Hldgs Ltd,0.2150,0.2150,0.2150,0,0.0000,0.00
T6I,Valuemax Group Limited,0.3250,0.3200,0.3200,200,0.0000,0.00
T82U,Suntec Real Estate Inv Trust,1.290,1.270,1.290,8804400,0.030,2.38
T8FS,Ny14100e 290701,116.0,116.0,116.0,0,0.0,0.00
TATD,Aot Th Sdr,2.750,2.670,2.670,43800,-0.070,2.55
TCCW,Hsi 5xlongub250430,0.4900,0.4900,0.4900,0,0.0000,0.00
TCHW,Sunny 5xlongub250321,0.2650,0.2450,0.2550,9600,0.0450,21.43
TCPD,Cp All Th Sdr,2.420,2.370,2.370,9500,-0.040,1.66
TCU,Creditbureauasia,0.9300,0.9150,0.9250,31000,-0.0100,1.07
TEHW,Djia 34000mbepw230616,0.2050,0.2050,0.2050,0,0.0000,0.00
TEKB,Temasek S$500m 2.7% B 231025,1.0000,0.9990,1.0000,7000,0.0000,0.00
TEMB,Temasek 1.8% 261124xb#,0.9470,0.9470,0.9470,12000,0.0000,0.00
TGMW,Hstech 3000mbepw240627,0.1040,0.1040,0.1040,0,0.0000,0.00
THLW,Comfort 5xshortsg231115,0.2900,0.2900,0.2900,0,0.0000,0.00
TID,Xt Mschina S$,19.32,19.03,19.20,9358,0.22,1.16
TIRW,Nky 24000mbepw231208,0.0490,0.0490,0.0490,0,0.0000,0.00
TLBW,Gentingsmbecw230724,0.0050,0.0050,0.0050,0,0.0000,0.00
TMTW,Dbs Mb Epw230724,0.1110,0.1110,0.1110,0,0.0000,0.00
TPED,Pttep Th Sdr,6.000,5.970,6.000,10600,0.050,0.84
TQ5,Frasers Centrepoint Limited,0.8550,0.8450,0.8450,215300,-0.0100,1.17
TS0U,Oue Commercial Reit,0.3200,0.3100,0.3150,2319800,0.0000,0.00
TSGW,Tencent 5xlongub241231,0.0080,0.0080,0.0080,700,0.0010,14.29
TTTW,Hstech3xlongma260327us$,1.560,1.560,1.560,0,0.000,0.00
TVV,Artivision,0.0740,0.0690,0.0690,112000,-0.0050,6.76
TWL,Memiontec Hldgs,0.2300,0.2300,0.2300,0,0.0000,0.00
TYTW,Tencent 5xshortub241231,0.0090,0.0090,0.0090,0,0.0000,0.00
U06,United Industrial Corp Ltd,2.090,2.070,2.090,29000,-0.010,0.48
U09,Upp Holdings Limited,0.1980,0.1940,0.1980,95000,0.0030,1.54
U10,Uob-kay Hian Holdings Limited,1.390,1.380,1.390,12200,0.000,0.00
U11,United Overseas Bank Ltd,27.97,27.41,27.80,4177800,0.49,1.79
U13,United Overseas Insurance Ltd,6.120,6.100,6.120,6000,0.000,0.00
U14,Uol Group Limited,6.820,6.710,6.800,2645100,0.140,2.10
U77,Sarin Technologies Ltd,0.3900,0.3900,0.3900,0,0.0000,0.00
U96,Sembcorp Industries Ltd,5.400,5.320,5.370,3186000,0.100,1.90
U9E,Hankore Environment Tec Grpltd,0.2150,0.2100,0.2100,207900,0.0000,0.00
UBCW,Comfortdel Mbecw231215,0.0100,0.0100,0.0100,0,0.0000,0.00
UD1U,Ireit Global,0.4300,0.4200,0.4250,422700,0.0000,0.00
UD2,Japfa Ltd.,0.2300,0.2250,0.2300,503100,0.0000,0.00
UFSW,Netease 5xshortub250228,0.0110,0.0110,0.0110,0,0.0000,0.00
UGNW,Clife 5xshortub250321,0.2000,0.2000,0.2000,0,0.0000,0.00
ULQW,Hsi 17000mbepw230630,0.0110,0.0110,0.0110,0,0.0000,0.00
UMDW,Wilmar Mb Ecw230628,0.0400,0.0400,0.0400,0,0.0000,0.00
UORW,Meituan 5xshortub250228,0.0200,0.0200,0.0200,0,0.0000,0.00
UPRW,Hkex 5xshortub250228,0.0760,0.0690,0.0690,600,-0.0160,18.82
UQQW,Alibaba Mb Ecw231004,0.0040,0.0040,0.0040,0,0.0000,0.00
URR,Sim Leisure Group Ltd.,0.3700,0.3550,0.3700,49000,0.0200,5.71
UUK,Pasture Holdings,0.1760,0.1760,0.1760,0,0.0000,0.00
UUTW,Jd Mb Ecw231004,0.0060,0.0060,0.0060,0,0.0000,0.00
UV1,Hisaka Holdings Ltd.,0.1150,0.1150,0.1150,0,0.0000,0.00
V03,Venture Corporation Limited,14.87,14.65,14.87,1309300,0.22,1.50
V2IW,Byd Mb Ecw231004,0.0340,0.0330,0.0340,200000,0.0000,0.00
V2Y,Synagie Corporation Ltd.,0.0170,0.0160,0.0170,1030200,0.0000,0.00
V3M,Metech International Ltd,0.0700,0.0420,0.0690,8700,0.0220,46.81
V6QW,Sia 5xshortub250530,0.3850,0.3850,0.3850,0,0.0000,0.00
V7AB,Astrea7a1 4.125%320527#,1.012,1.010,1.012,115000,0.000,0.00
V7BB,Astrea7b 6%320527#,1.019,1.019,1.019,0,0.000,0.00
V8Y,Quantum Health,0.0050,0.0050,0.0050,65100,0.0010,25.00
V9WW,Hsi 18000mbepw230728,0.0140,0.0090,0.0090,1179000,-0.0130,59.09
VA2W,Sands 5xshortub250930,0.0030,0.0030,0.0030,0,0.0000,0.00
VAIW,Annaik W241009,0.0020,0.0020,0.0020,0,0.0000,0.00
VBQW,Uob Mb Ecw230724,0.0680,0.0680,0.0680,0,0.0000,0.00
VC2,Olam Group,1.420,1.390,1.420,943800,0.030,2.16
VFP,China Medical (intl) Gp Ltd,0.0010,0.0010,0.0010,0,0.0000,0.00
VI2,Tc Auto,0.1450,0.1450,0.1450,0,0.0000,0.00
VJAW,Sembind Mbecw231215,0.0800,0.0800,0.0800,0,0.0000,0.00
VJLW,Byd 5xshortub241231,0.0010,0.0010,0.0010,0,0.0000,0.00
VMGW,Jd Mb Epw231004,0.1490,0.1490,0.1490,0,0.0000,0.00
VMPW,Alibaba Mb Ecw231102,0.0500,0.0480,0.0490,3096000,0.0050,11.36
VO4W,Dbs Mb Ecw230615,0.0370,0.0370,0.0370,0,0.0000,0.00
VOVW,Kepcorpmbecw230724,0.2200,0.2200,0.2200,0,0.0000,0.00
VOWW,Nio Mbecw230621,0.0080,0.0080,0.0080,0,0.0000,0.00
VPBW,Yangzijimbecw230928,0.0400,0.0400,0.0400,0,0.0000,0.00
VPDW,Dbs Mb Ecw231010,0.0270,0.0270,0.0270,500000,0.0080,42.11
VT1,Vertex Spac,4.700,4.700,4.700,37600,0.000,0.00
VT2W,Vertex Spac W291231,0.0720,0.0720,0.0720,0,0.0000,0.00
VT6W,Hstech 5xlongub251031,0.4550,0.4550,0.4550,0,0.0000,0.00
VUQW,Alibab3xshortub250428us$,1.355,1.300,1.300,19800,-0.150,10.34
VVL,Alphadx,0.1120,0.1120,0.1120,0,0.0000,0.00
VWFW,Gentingsmbecw231215,0.0090,0.0090,0.0090,0,0.0000,0.00
